"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2011","n_Samples_2012","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2015_2018","n_Samples_IR2018","n_Samples_IR2020","n_Samples_IR2022","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","STA_CBP_NAME"
"4AGSE013.78","RU43","TR",36,"2013, 2014, 2015, 2016, 2017, 2018",6,NA,NA,"7 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 25 | Total: 25","TR: 36 | Total: 36","TR: 23 | Total: 23","AWTSHD","STREAM","WCRO","Blue Ridge","GOOSE CREEK AT GAGE NEAR HUDDLESTON ON R","000002","AMBNT",37.17305556,-79.52055555,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Mill Creek-Goose Creek","030101011201","Goose Creek-Mill Creek","RU-L",NA
"4AGSE021.57","RU41","FP",3,"2016",1,NA,NA,NA,NA,NA,"3 : FP",NA,NA,"FP: 3 | Total: 3","FP: 3 | Total: 3","FP: 3 | Total: 3","FP: 3 | Total: 3","APROB","STREAM","WCRO","Blue Ridge","Dnstr. of Rt. 24",NA,"AMBNT",37.22226111,-79.58043611,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Wolf Creek-Goose Creek","030101011103","Goose Creek-Wolf Creek","RU-K","VA-1056"
"4AGSE022.55","RU41","PA, QA",12,"2016",1,NA,NA,NA,NA,NA,"11 : PA | 1 : QA",NA,NA,"PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","RT 24 BRIDGE AT GAGE","000002","AMBNT",37.2325,-79.57388889,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Wolf Creek-Goose Creek","030101011103","Goose Creek-Wolf Creek","RU-K",NA
"4AGSE037.78","RU39","AW, QA",22,"2011, 2012, 2018",3,"5 : AW | 1 : QA","5 : AW | 1 : QA",NA,NA,NA,NA,NA,"10 : AW","AW: 10 | Total: 10","AW: 10 | QA: 2 | Total: 12","AW: 10 | Total: 10","AW: 10 | Total: 10","AWTSHD","STREAM","WCRO","Blue Ridge","STA #22 RT. 755 BRIDGE (BEDFORD COUNTY)","000002","AMBNT",37.33416667,-79.65861111,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","North Fork Goose Creek-Goose Creek","030101011101","Goose Creek-North Fork Goose Creek","RU-K",NA
"4AGSF002.16","RU39","SS",10,"2018",1,NA,NA,NA,NA,NA,NA,NA,"10 : SS","SS: 10 | Total: 10",NA,"SS: 10 | Total: 10","SS: 10 | Total: 10","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 607 BR. BELOW FUEL STORAGE, MONTVALE","000002","AMBNT",37.37944444,-79.73111111,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","North Fork Goose Creek-Goose Creek","030101011101","Goose Creek-North Fork Goose Creek","RU-K",NA
"4AGSH001.28","RU10","FP",3,"2012",1,NA,"3 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 3 | Total: 3",NA,NA,"APROB","STREAM","WCRO","Blue Ridge","Off Rt. 311 dnstr of I-81","000002","AMBNT",37.3081,-80.0485,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Mason Creek","030101010302","Mason Creek","RU-C","VARS11-077"
"4AGSY004.60","RD51","RB, TM",18,"2014, 2016, 2017, 2018",4,NA,NA,NA,"2 : RB",NA,"1 : RB","2 : RB | 6 : TM","2 : RB | 5 : TM","RB: 5 | TM: 11 | Total: 16","RB: 3 | Total: 3","RB: 7 | TM: 11 | Total: 18","RB: 5 | TM: 11 | Total: 16","BIOMON","STREAM","SCRO","Blue Ridge","Grassy Cr @ rt 744","000002","AMBNT",36.64972222,-78.87055556,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Grassy Creek-Dan River","030101040404","Dan River-John H Kerr Reservoir-Grassy Creek","RD-L",NA
"4AHCK000.51","RU69","RB",4,"2012, 2015",2,NA,"2 : RB",NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 4 | Total: 4","RB: 2 | Total: 2","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Hickory Creek @ Rt. 641","000002","AMBNT",37.11861111,-78.96777778,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Suck Creek-Falling River","030101020205","Falling River-Suck Creek","RU-Q",NA
"4AHEN002.16","RU85","AW",12,"2014",1,NA,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","HORSEPEN CREEK, RT. 637 BRIDGE","000002","AMBNT",36.90698056,-78.65240278,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Horsepen Creek","030101020505","Horsepen Creek","RU-T",NA
"4AHEN004.27","RU85","RB",5,"2012, 2015, 2018",3,NA,"2 : RB",NA,NA,"2 : RB",NA,NA,"1 : RB","RB: 3 | Total: 3","RB: 4 | Total: 4","RB: 3 | Total: 3","RB: 3 | Total: 3","BIOMON","STREAM","SCRO","Blue Ridge","Horsepen Cr @ rt 612","000002","AMBNT",36.92638889,-78.63611111,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Horsepen Creek","030101020505","Horsepen Creek","RU-T",NA
"4AHLL000.45","RD31","FP",2,"2011",1,"2 : FP",NA,NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","Hollins Br just dwstr of county line","000002","AMBNT",36.5575,-79.70977778,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Cascade Creek","030101030902","Cascade Creek","RD-G",NA
"4AHPN001.62","RU36","TM, IM, TR",36,"2013, 2014, 2015, 2016, 2017, 2018",6,NA,NA,"6 : TM","7 : TM","6 : IM","6 : IM","6 : TR","5 : TR","IM: 12 | TR: 11 | Total: 23","TM: 13 | IM: 12 | Total: 25","TM: 13 | IM: 12 | TR: 11 | Total: 36","IM: 12 | TR: 11 | Total: 23","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 785 Bridge","000002","AMBNT",36.92875556,-79.52600833,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Tomahawk Creek-Pigg River","030101011001","Pigg River-Tomahawk Creek","RU-J",NA
"4AHRN004.93","RD11","AW, RB, TM",46,"2011, 2012, 2013, 2014, 2017",5,"6 : AW","6 : AW","2 : RB","2 : RB | 18 : TM",NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 12 | RB: 4 | TM: 18 | Total: 34","RB: 4 | TM: 18 | AW: 12 | Total: 34","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 695 BRIDGE","000002","AMBNT",36.63138889,-80.00555556,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Horse Pasture Creek","030101030406","Horse Pasture Creek","RD-B",NA
"4AHTA003.26","RU80","RL",56,"2013, 2014",2,NA,NA,"28 : RL","28 : RL",NA,NA,NA,NA,NA,"RL: 56 | Total: 56","RL: 56 | Total: 56",NA,"AWTSHD","RESERV","SCRO","Blue Ridge","STATION 1 - CONNER LAKE (PORTION OF HUNT","000002","AMBNT",36.92416667,-78.79972222,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Hunting Creek-Roanoke River","030101020405","Roanoke River-Hunting Creek","RU-S",NA
"4AHYC002.70","RD74","TM",12,"2011",1,"12 : TM",NA,NA,NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","RT. 58 BRIDGE NEAR ENTRANCE TO KERR LAKE","000002","AMBNT",36.66755556,-78.75541667,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Larkin Branch-Hyco River","030101040608","Hyco River/John H Kerr Reservoir-Larkin Branch","RD-R",NA
"4AHYC016.70","RD70","TR, TM",48,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"1 : TM | 5 : TR","6 : TM","7 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TM: 7 | TR: 30 | Total: 37","TR: 36 | Total: 36","TR: 23 | Total: 23","ATRND","STREAM","SCRO","Blue Ridge","RT. 501 S OF SOUTH BOSTON","000002","AMBNT",36.58777778,-78.89861111,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Bowes Branch-Hyco River","030101040603","Hyco River-Bowes Branch","RD-R",NA
"4AJCR000.42","RD24","FP, RB",5,"2013, 2014",2,NA,NA,"3 : FP","2 : RB",NA,NA,NA,NA,NA,"FP: 3 | RB: 2 | Total: 5","FP: 3 | RB: 2 | Total: 5",NA,"APROB","STREAM","WCRO","Blue Ridge","Upstr of Rt. 220 Bus, at Dick & Willy Tr","000002","AMBNT",36.698,-79.898,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Beaver Creek-Smith River","030101030801","Smith River-Beaver Creek","RD-F",NA
"4AJHN000.01","RU54","RB",4,"2011, 2012",2,"2 : RB","2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 4 | Total: 4",NA,NA,"APROB","STREAM","WCRO","Blue Ridge","confluence of Johns Creek and LOtter Riv","000002","AMBNT",37.3175,-79.46388889,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Johns Creek-Little Otter River","030101011406","Little Otter River-Johns Creek","RU-N",NA
"4AJKN003.18","RU36","FP",2,"2018",1,NA,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","BIOMON","STREAM","WCRO","Blue Ridge","Upstream of Rt. 40","000002","AMBNT",36.970403,-79.597156,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Tomahawk Creek-Pigg River","030101011001","Pigg River-Tomahawk Creek","RU-J","VA-1132"
"4AJSR000.53","RD64","RB",1,"2014",1,NA,NA,NA,"1 : RB",NA,NA,NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Johns Run @ Johns Run Rd (Rt 664)","000002","AMBNT",36.78944444,-79.15277778,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Lower Sandy Creek","030101050302","Lower Sandy Creek","RD-O",NA
"4AKTT001.15","RL11","TM",12,"2013, 2014",2,NA,NA,"6 : TM","6 : TM",NA,NA,NA,NA,NA,"TM: 12 | Total: 12","TM: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Kettles Creek @ rt 4","000002","AMBNT",36.62555556,-78.30361111,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Cox Creek-Allen Creek","030101060102","Allen Creek-Cox Creek","RL-D",NA
"4ALAR000.00","RD74","RB",1,"2015",1,NA,NA,NA,NA,"1 : RB",NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","RB: 1 | Total: 1","RB: 1 | Total: 1","BIOMON","STREAM","SCRO","Blue Ridge","Larkin Br hike to just upstrm of Hyco R","000002","AMBNT",36.63610833,-78.80662778,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Larkin Branch-Hyco River","030101040608","Hyco River/John H Kerr Reservoir-Larkin Branch","RD-R",NA
"4ALAW002.38","RD38","RB, FP",5,"2013, 2014, 2015",3,NA,NA,"1 : RB","2 : FP","2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 3 | FP: 2 | Total: 5","RB: 3 | FP: 2 | Total: 5","RB: 2 | Total: 2","BIOMON","STREAM","SCRO","Blue Ridge","LAWLESS CR 40M BELOW RT 719","000002","AMBNT",36.66629722,-79.35279167,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Fall Creek","030101040101","Fall Creek","RD-I",NA
"4ALAW002.43","RD38","AW, RB",16,"2011, 2012, 2013, 2015",4,"6 : AW","6 : AW","2 : RB",NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","AW: 12 | RB: 4 | Total: 16","RB: 4 | Total: 4","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Lawless Creek @ Lawless Creek Rd","000002","AMBNT",36.66638889,-79.3525,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Fall Creek","030101040101","Fall Creek","RD-I",NA
"4ALBC002.44","RU61","RB",2,"2017",1,NA,NA,NA,NA,NA,NA,"2 : RB",NA,"RB: 2 | Total: 2",NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM","WCRO","Blue Ridge","At Lost Drive","000002","AMBNT",37.207028,-79.104569,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Seneca Creek","030101020102","Seneca Creek","RU-P",NA
"4ALBR000.37","RD63","PA",12,"2015",1,NA,NA,NA,NA,"12 : PA",NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","APROB","STREAM","SCRO","Blue Ridge","Route 662 (Randolph Road)","000002","AMBNT",36.75925,-79.1927,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Upper Sandy Creek","030101050301","Upper Sandy Creek","RD-O",NA
"4ALBT003.07","RD20","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"APROB","STREAM","WCRO","Blue Ridge","Upstream of Rt. 705 Crossing","000002","AMBNT",36.79234722,-80.16526389,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Philpott Reservoir-Smith River","030101030606","Smith River/Philpott Reservoir","RD-D","VAEQ99-426"
"4ALCC000.59","RD55","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","L. Cherrystone Cr @ rt 57-Halifax Rd","000002","AMBNT",36.81666667,-79.34555556,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Cherrystone Creek","030101050104","Cherrystone Creek","RD-M",NA
"4ALDR002.61","RD03","AW",12,"2014",1,NA,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","RT. 649 BRIDGE(GAMMONS ROAD)","000002","AMBNT",36.56454167,-80.3743,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Little Dan River","030101030103","Little Dan River","RD-A",NA
"4ALFF001.85","RD77","TM, RB",13,"2011, 2015",2,"12 : TM",NA,NA,NA,"1 : RB",NA,NA,NA,"RB: 1 | Total: 1","TM: 12 | RB: 1 | Total: 13","RB: 1 | Total: 1","RB: 1 | Total: 1","AWTSHD","STREAM","SCRO","Blue Ridge","LITTLE BUFFALO CREEK, RT 58 BRIDGE","000002","AMBNT",36.62638889,-78.62888889,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010104","Lower Dan","Buffalo Creek-Dan River","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","RD-S",NA
"4ALLC002.18","RU47","RB",2,"2016",1,NA,NA,NA,NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM",NA,"Blue Ridge","Little Sycamore at Rt 653","000002","AMBNT",37.0315,-79.3066,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Little Sycamore Creek-Sycamore Creek","030101011304","Sycamore Creek-Little Sycamore Creek","RU-M",NA
"4ALLE005.22","RU22","TR, RB",50,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"2 : RB | 6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","1 : RB | 5 : TR","TR: 23 | RB: 1 | Total: 24","RB: 2 | TR: 36 | Total: 38","TR: 35 | RB: 1 | Total: 36","TR: 23 | RB: 1 | Total: 24","ATRND","STREAM","WCRO","Blue Ridge","RT. 697 BRIDGE (FRANKLIN CO.)","000002","AMBNT",37.06083333,-79.94138889,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Madcap Creek-Blackwater River","030101010503","Blackwater River-Madcap Creek","RU-E",NA
"4ALNE006.56","RU92","TR",36,"2011, 2012, 2013, 2014, 2015, 2016",6,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR",NA,NA,"TR: 12 | Total: 12","TR: 36 | Total: 36","TR: 24 | Total: 24","TR: 12 | Total: 12","ATRND","STREAM","SCRO","Blue Ridge","RT. 49 BRIDGE, lil bluestone cr","000002","AMBNT",36.73111111,-78.53861111,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Little Bluestone Creek","030101020702","Little Bluestone Creek","RU-V",NA
"4ALOL000.62","RD72","TM",12,"2011",1,"12 : TM",NA,NA,NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"SSTUDY","STREAM","SCRO","Blue Ridge","L. Coleman Cr. @ Rt. 707","000002","AMBNT",36.58527778,-78.93555556,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Coleman Creek-Hyco River","030101040606","Hyco River-Coleman Creek","RD-R",NA
"4ALOR008.64","RU54","TM",19,"2011, 2012, 2014",3,"6 : TM","6 : TM",NA,"7 : TM",NA,NA,NA,NA,NA,"TM: 19 | Total: 19","TM: 7 | Total: 7",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","RT. 784 BRIDGE,BEDFORD CO","000002","AMBNT",37.29361111,-79.45583333,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Johns Creek-Little Otter River","030101011406","Little Otter River-Johns Creek","RU-N",NA
"4ALOR008.93","RU54","FP",3,"2012",1,NA,"3 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 3 | Total: 3",NA,NA,"APROB","STREAM","WCRO","Blue Ridge","Off Rt. 784 (Nicopolis Dr)","000002","AMBNT",37.3019,-79.453,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Johns Creek-Little Otter River","030101011406","Little Otter River-Johns Creek","RU-N","VARS11-259"
"4ALOR014.33","RU54","RB",4,"2011, 2012",2,"2 : RB","2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 4 | Total: 4",NA,NA,"AWTSHD","STREAM","WCRO","Blue Ridge","BELOW BEDFORD STP OUTFALL - BEDFORD COUN","000002","AMBNT",37.3275,-79.46333333,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Johns Creek-Little Otter River","030101011406","Little Otter River-Johns Creek","RU-N",NA
"4ALOR014.75","RU54","TR, RB, TM",51,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"2 : RB | 6 : TR","2 : RB | 6 : TR","6 : TR","6 : TM","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","RB: 4 | TR: 30 | TM: 6 | Total: 40","TR: 29 | TM: 6 | Total: 35","TR: 23 | Total: 23","ATRND","STREAM","WCRO","Blue Ridge","RT. 718 BR ABOVE BEDFORD STP OUTFALL","000002","AMBNT",37.33333333,-79.46448611,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Johns Creek-Little Otter River","030101011406","Little Otter River-Johns Creek","RU-N","02061500"
"4ALRO003.34","RU82","AW, PA",24,"2013, 2016",2,NA,NA,"12 : AW",NA,NA,"12 : PA",NA,NA,"PA: 12 | Total: 12","AW: 12 | PA: 12 | Total: 24","AW: 12 | PA: 12 | Total: 24","PA: 12 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","RT. 47 BRIDGE","000002","AMBNT",37.02472222,-78.61444445,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Ash Camp Creek-Roanoke Creek","030101020502","Roanoke Creek-Ash Camp Creek","RU-T",NA
"4ALRO010.18","RU81","RB, AW",15,"2012, 2015, 2017, 2018",4,NA,"2 : RB",NA,NA,"2 : RB",NA,"6 : AW","5 : AW","RB: 2 | AW: 11 | Total: 13","RB: 4 | Total: 4","RB: 2 | AW: 11 | Total: 13","RB: 2 | AW: 11 | Total: 13","SSTUDY","STREAM","SCRO","Blue Ridge","RTE 604 (Abilene Rd)","000002","AMBNT",37.10138889,-78.5625,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Spring Creek-Roanoke Creek","030101020501","Roanoke Creek-Spring Creek","RU-T",NA
"4ALRV005.17","RU70","AW, QA",11,"2017, 2018",2,NA,NA,NA,NA,NA,NA,"6 : AW","4 : AW | 1 : QA","AW: 10 | QA: 1 | Total: 11",NA,"AW: 10 | QA: 1 | Total: 11","AW: 10 | QA: 1 | Total: 11","SSTUDY","STREAM","SCRO","Blue Ridge","Little Falling River at Rt. 618 bridge","000002","AMBNT",37.13055556,-78.91444445,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Entry Creek-Little Falling River","030101020206","Little Falling River-Entry Creek","RU-Q",NA
"4ALRV007.84","RU70","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","L. Falling River @ Rt. 646","000002","AMBNT",37.17611111,-78.89722222,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Entry Creek-Little Falling River","030101020206","Little Falling River-Entry Creek","RU-Q",NA
"4ALRV013.53","RU70","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","L. Falling River @ Rt 649","000002","AMBNT",37.21805555,-78.83388889,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Entry Creek-Little Falling River","030101020206","Little Falling River-Entry Creek","RU-Q",NA
"4ALSN007.45","RD50","AW",11,"2017, 2018",2,NA,NA,NA,NA,NA,NA,"6 : AW","5 : AW","AW: 11 | Total: 11",NA,"AW: 11 | Total: 11","AW: 11 | Total: 11","AWTSHD","STREAM","SCRO","Blue Ridge","Lawsons Cr @ Rt. 708 bridge","000002","AMBNT",36.64128889,-78.99031111,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Stokes Creek-Lawsons Creek","030101040403","Lawsons Creek-Stokes Creek","RD-L",NA
"4ALUB000.12","RU77","AW, RB",16,"2013, 2016",2,NA,NA,"12 : AW | 2 : RB",NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","AW: 12 | RB: 4 | Total: 16","AW: 12 | RB: 4 | Total: 16","RB: 2 | Total: 2","SSTUDY","STREAM","SCRO","Blue Ridge","RTE 691 (Tower Rd/Thortons Mill Rd)","000002","AMBNT",37.20416667,-78.73333333,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Little Cub Creek","030101020302","Little Cub Creek","RU-R",NA
"4ALVL001.11","RU16","AW",12,"2017",1,NA,NA,NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12",NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 676 BRIDGE","000002","AMBNT",37.18361111,-79.76527778,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Lynville Creek-Smith Mountain Lake","030101010701","Roanoke River/Smith Mountain Lake-Lynville Creek","RU-G",NA
"4ALVL003.26","RU16","RB",3,"2017, 2018",2,NA,NA,NA,NA,NA,NA,"2 : RB","1 : RB","RB: 3 | Total: 3",NA,"RB: 3 | Total: 3","RB: 3 | Total: 3","BIOMON","STREAM","WCRO","Blue Ridge","Eaton Rd. near Hardy","000002","AMBNT",37.1959,-79.782781,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Lynville Creek-Smith Mountain Lake","030101010701","Roanoke River/Smith Mountain Lake-Lynville Creek","RU-G",NA
"4ALWD002.54","RD29","AW",12,"2013",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 650 BRIDGE - HENRY COUNTY","000002","AMBNT",36.63611111,-79.79194445,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Lower Leatherwood Creek","030101030806","Lower Leatherwood Creek","RD-F",NA
"4ALWD011.03","RD27","AW, QA",24,"2011, 2012, 2017",3,"5 : AW | 1 : QA","6 : AW",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt 648 Bridge","000002","AMBNT",36.69543611,-79.7587,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Upper Leatherwood Creek","030101030804","Upper Leatherwood Creek","RD-F",NA
"4ALWF004.32","RD28","AW",11,"2016",1,NA,NA,NA,NA,NA,"11 : AW",NA,NA,"AW: 11 | Total: 11","AW: 11 | Total: 11","AW: 11 | Total: 11","AW: 11 | Total: 11","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 57 Bridge","000002","AMBNT",36.72747222,-79.77423611,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Peters Branch-West Fork Leatherwood Creek","030101030805","West Fork Leatherwood Creek-Peters Branch","RD-F",NA
