"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2019","n_Samples_2016_2019","n_Samples_IR2020","n_Samples_IR2022","n_Samples_IR2024","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_COMMENT","Latitude","Longitude","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","FDT_DATE_TIME2","Basin","Subbasin"
"4ALRO010.68","RU81","RB",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","L. Roanoke Cr upst of 604 dwnstr of dam","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.10861111,-78.56416667,"03010102","Middle Roanoke","Spring Creek-Roanoke Creek","RU-T","030101020501","Roanoke Creek-Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2019-09-03 09:40:00,"Roanoke","Middle Roanoke"
"4ALRV005.17","RU70",NA,12,"2017, 2018",2,NA,NA,NA,NA,"6 : AW","5 : AW | 1 : QA",NA,"AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","Little Falling River at Rt. 618 bridge","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.13055556,-78.91444445,"03010102","Middle Roanoke","Entry Creek-Little Falling River","RU-Q","030101020206","Little Falling River-Entry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2017-01-24 21:30:00,"Roanoke","Middle Roanoke"
"4ALSN007.45","RD50","AW",12,"2017, 2018",2,NA,NA,NA,NA,"6 : AW","6 : AW",NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","Lawsons Cr @ Rt. 708 bridge","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.64128889,-78.99031111,"03010104","Lower Dan","Stokes Creek-Lawsons Creek","RD-L","030101040403","Lawsons Creek-Stokes Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-25 20:00:00,"Roanoke","Lower Dan"
"4ALUB000.12","RU77",NA,16,"2013, 2016",2,"12 : AW | 2 : RB",NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","AW: 12 | RB: 4 | Total: 16","RB: 2 | Total: 2",NA,"RTE 691 (Tower Rd/Thortons Mill Rd)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.20416667,-78.73333333,"03010102","Middle Roanoke","Little Cub Creek","RU-R","030101020302","Little Cub Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2013-01-24 17:10:00,"Roanoke","Middle Roanoke"
"4ALVL001.11","RU16","AW",12,"2017",1,NA,NA,NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","RT. 676 BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.18361111,-79.76527778,"03010101","Upper Roanoke","Lynville Creek-Smith Mountain Lake","RU-G","030101010701","Roanoke River/Smith Mountain Lake-Lynville Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-05 15:00:00,"Roanoke","Upper Roanoke"
"4ALVL003.26","RU16","RB",4,"2017, 2018",2,NA,NA,NA,NA,"2 : RB","2 : RB",NA,"RB: 4 | Total: 4","RB: 4 | Total: 4","RB: 4 | Total: 4","RB: 4 | Total: 4","Eaton Rd. near Hardy","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.1959,-79.782781,"03010101","Upper Roanoke","Lynville Creek-Smith Mountain Lake","RU-G","030101010701","Roanoke River/Smith Mountain Lake-Lynville Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2017-04-10 17:20:00,"Roanoke","Upper Roanoke"
"4ALWC000.67","RD17","RB",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","Upstream of Rt 40","Blue Ridge","WCRO",0.5,"S",50,"000002",NA,36.81333,-80.24963,"03010103","Upper Dan","Widgeon Creek-Smith River","RD-D","030101030603","Smith River-Widgeon Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2019-05-21 12:15:00,"Roanoke","Upper Dan"
"4ALWD002.54","RD29","AW",22,"2013, 2019",2,"12 : AW",NA,NA,NA,NA,NA,"10 : AW","AW: 10 | Total: 10","AW: 12 | Total: 12","AW: 10 | Total: 10","AW: 10 | Total: 10","ROUTE 650 BRIDGE - HENRY COUNTY","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.63611111,-79.79194445,"03010103","Upper Dan","Lower Leatherwood Creek","RD-F","030101030806","Lower Leatherwood Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-28 16:20:00,"Roanoke","Upper Dan"
"4ALWD011.03","RD27","AW",12,"2017",1,NA,NA,NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","Rt 648 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.69543611,-79.7587,"03010103","Upper Dan","Upper Leatherwood Creek","RD-F","030101030804","Upper Leatherwood Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-11 18:50:00,"Roanoke","Upper Dan"
"4ALWD016.84","RD27","FP",2,"2019",1,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","Dnstr Rt. 57, Chatham Rd","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.754781,-79.723394,"03010103","Upper Dan","Upper Leatherwood Creek","RD-F","030101030804","Upper Leatherwood Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site","VA-1316",2019-04-23 14:30:00,"Roanoke","Upper Dan"
"4ALWF004.32","RD28","AW",11,"2016",1,NA,NA,NA,"11 : AW",NA,NA,NA,"AW: 11 | Total: 11","AW: 11 | Total: 11","AW: 11 | Total: 11",NA,"Rt. 57 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.72747222,-79.77423611,"03010103","Upper Dan","Peters Branch-West Fork Leatherwood Creek","RD-F","030101030805","West Fork Leatherwood Creek-Peters Branch","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-02-08 17:15:00,"Roanoke","Upper Dan"
"4ALWN000.88","RD73","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Little Bluewing Ck @ Rte 740 Wilson Rd","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.59383333,-78.83430556,"03010104","Lower Dan","Big Bluewing Creek","RD-R","030101040607","Big Bluewing Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-13 17:30:00,"Roanoke","Lower Dan"
"4ALYH000.50","RU48",NA,15,"2015, 2017",2,NA,NA,"1 : RB",NA,"2 : RB | 12 : TM",NA,NA,"RB: 2 | TM: 12 | Total: 14","RB: 3 | TM: 12 | Total: 15","RB: 3 | TM: 12 | Total: 15","RB: 2 | TM: 12 | Total: 14","Lynch Cr @ Foot Bridge - City Park","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.11230556,-79.2889,"03010101","Upper Roanoke","Reed Creek-Roanoke River","RU-M","030101011305","Roanoke River-Reed Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-05-01 14:01:00,"Roanoke","Upper Roanoke"
"4ALYT003.77","RL10",NA,47,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","2 : RB | 6 : TR","6 : TR","6 : TR","2 : RB | 6 : TR","2 : RB | 6 : TR","5 : TR","TR: 23 | RB: 4 | Total: 27","TR: 36 | RB: 6 | Total: 42","TR: 29 | RB: 4 | Total: 33","RB: 4 | TR: 17 | Total: 21","LAYTONS CREEK, RT. 671 BRIDGE","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.73166667,-78.32333333,"03010106","Roanoke Rapids","Layton Creek-Allen Creek","RL-D","030101060101","Allen Creek-Layton Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-02-07 19:50:00,"Roanoke","Roanoke Rapids"
"4AMBY001.51","RD26",NA,16,"2013, 2014",2,"2 : RB","2 : RB | 12 : TM",NA,NA,NA,NA,NA,NA,"RB: 4 | TM: 12 | Total: 16",NA,NA,"Sam Lions Trail/Country Club Dr Crossing","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.65850833,-79.83692778,"03010103","Upper Dan","Mulberry Creek-Smith River","RD-F","030101030803","Smith River-Mulberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-05-29 18:15:00,"Roanoke","Upper Dan"
"4AMCC002.05","RL21","RB",1,"2015",1,NA,NA,"1 : RB",NA,NA,NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1",NA,"Mill Creek @ private road","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.55686111,-77.95211111,"03010106","Roanoke Rapids","Songbird Creek-Lake Gaston","RL-F","030101060305","Roanoke River/Lake Gaston-Songbird Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-13 19:30:00,"Roanoke","Roanoke Rapids"
"4AMCH000.53","RD26",NA,15,"2013, 2014",2,"1 : RB","2 : RB | 12 : TM",NA,NA,NA,NA,NA,NA,"RB: 3 | TM: 12 | Total: 15",NA,NA,"Rt. 976 bridge (Clover Rd.)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.63976111,-79.84796944,"03010103","Upper Dan","Mulberry Creek-Smith River","RD-F","030101030803","Smith River-Mulberry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2013-11-13 19:30:00,"Roanoke","Upper Dan"
"4AMCR004.60","RU53",NA,24,"2013, 2014, 2015, 2016",4,"1 : QA | 5 : TM","6 : TM","5 : IM | 1 : QA","6 : IM",NA,NA,NA,"IM: 6 | Total: 6","QA: 2 | TM: 11 | IM: 11 | Total: 24","IM: 11 | QA: 1 | Total: 12",NA,"RT. 804 BRIDGE (BEDFORD COUNTY)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.27277778,-79.46833333,"03010101","Upper Roanoke","Machine Creek","RU-N","030101011405","Machine Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-23 17:35:00,"Roanoke","Upper Roanoke"
"4AMDL002.93","RU14","RB",4,"2017, 2018",2,NA,NA,NA,NA,"2 : RB","2 : RB",NA,"RB: 4 | Total: 4","RB: 4 | Total: 4","RB: 4 | Total: 4","RB: 4 | Total: 4","Garst Mill Park near picnic shelter","Blue Ridge","WCRO",0.3,"S",50,"000002","pH probe failed post check",37.242097,-80.009934,"03010101","Upper Roanoke","Peters Creek-Roanoke River","RU-D","030101010404","Roanoke River-Peters Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-03-20 16:45:00,"Roanoke","Upper Roanoke"
"4AMEE004.90","RU23",NA,72,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","2 : RB | 6 : TR","24 : IM | 1 : RB | 9 : TR","TR: 27 | RB: 3 | IM: 24 | Total: 54","TR: 36 | RB: 2 | Total: 38","TR: 33 | RB: 3 | IM: 24 | Total: 60","TR: 21 | RB: 3 | IM: 24 | Total: 48","Rt. 697 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.09305556,-79.83555555,"03010101","Upper Roanoke","Maggodee Creek","RU-E","030101010504","Maggodee Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-01-08 16:00:00,"Roanoke","Upper Roanoke"
"4AMEE016.75","RU23","PA",6,"2014",1,NA,"6 : PA",NA,NA,NA,NA,NA,NA,"PA: 6 | Total: 6",NA,NA,"Rt. 684 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.121,-79.95505556,"03010101","Upper Roanoke","Maggodee Creek","RU-E","030101010504","Maggodee Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-30 18:00:00,"Roanoke","Upper Roanoke"
"4AMEE017.24","RU23","FP",2,"2014",1,NA,"2 : FP",NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"Upstream of Rt. 220 near Boones Mill","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.1256,-79.96088889,"03010101","Upper Roanoke","Maggodee Creek","RU-E","030101010504","Maggodee Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-184",2014-04-01 15:25:00,"Roanoke","Upper Roanoke"
"4AMES004.78","RL13","AW",12,"2014",1,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"MILES CREEK, RT. 663 BRIDGE","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.65361111,-78.225,"03010106","Roanoke Rapids","Dockery Creek-Miles Creek","RL-E","030101060202","Miles Creek-Dockery Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-22 17:30:00,"Roanoke","Roanoke Rapids"
"4AMES006.19","RL13","PA",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : PA","PA: 1 | Total: 1",NA,"PA: 1 | Total: 1","PA: 1 | Total: 1","Miles Creek at Rt. 58","Piedmont","WCRO",0.3,"S",50,"000002",NA,36.671125,-78.2208,"03010106","Roanoke Rapids","Dockery Creek-Miles Creek","RL-E","030101060202","Miles Creek-Dockery Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","Miles Creek",2019-01-23 13:10:00,"Roanoke","Roanoke Rapids"
"4AMES006.61","RL13","FP",2,"2019",1,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","upstream of Hwy 58","Piedmont",NA,0.3,"S",50,"000002",NA,36.676872,-78.218352,"03010106","Roanoke Rapids","Dockery Creek-Miles Creek","RL-E","030101060202","Miles Creek-Dockery Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2019-04-30 10:30:00,"Roanoke","Roanoke Rapids"
"4AMES007.54","RL13","RL",85,"2013, 2014, 2019",3,"27 : RL","30 : RL",NA,NA,NA,NA,"28 : RL","RL: 28 | Total: 28","RL: 57 | Total: 57","RL: 28 | Total: 28","RL: 28 | Total: 28","STATION 1 -LAKE GORDON (PORTION OF MILES","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.69,-78.21638889,"03010106","Roanoke Rapids","Dockery Creek-Miles Creek","RL-E","030101060202","Miles Creek-Dockery Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-08 16:45:00,"Roanoke","Roanoke Rapids"
"4AMEY006.72","RU68","FP",2,"2013",1,"2 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"Mollys Creek E of Rte 650","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.1835,-79.03488889,"03010102","Middle Roanoke","Mollys Creek","RU-Q","030101020204","Mollys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2013-04-23 14:15:00,"Roanoke","Middle Roanoke"
"4AMEY007.76","RU68",NA,24,"2013, 2017",2,"12 : PA",NA,NA,NA,"11 : PA | 1 : QA",NA,NA,"PA: 11 | QA: 1 | Total: 12","PA: 23 | QA: 1 | Total: 24","PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","Route 650","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.18242778,-79.04397778,"03010102","Middle Roanoke","Mollys Creek","RU-Q","030101020204","Mollys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-29 16:20:00,"Roanoke","Middle Roanoke"
"4AMEY010.46","RU68",NA,18,"2015, 2017, 2018",3,NA,NA,"6 : IM",NA,"6 : IM","5 : IM | 1 : QA",NA,"IM: 11 | QA: 1 | Total: 12","IM: 17 | QA: 1 | Total: 18","IM: 17 | QA: 1 | Total: 18","IM: 11 | QA: 1 | Total: 12","Mollys Creek at Rt. 654 bridge","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.19361111,-79.05861111,"03010102","Middle Roanoke","Mollys Creek","RU-Q","030101020204","Mollys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-02-23 21:50:00,"Roanoke","Middle Roanoke"
"4AMEY016.00","RU68",NA,9,"2013, 2016",2,"1 : RB | 6 : TM",NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 3 | TM: 6 | Total: 9","RB: 2 | Total: 2",NA,"PRIVATE ROAD OFF RT. 655, BELOW RUSTBURG","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.25027778,-79.08861111,"03010102","Middle Roanoke","Mollys Creek","RU-Q","030101020204","Mollys Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-01-29 16:00:00,"Roanoke","Middle Roanoke"
"4AMIL000.14","RD56","FP",2,"2017",1,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","Mill Creek upstream of Dry Branch","Blue Ridge",NA,0.3,"S",50,"000002",NA,36.8755,-79.276556,"03010105","Banister","Mill Creek-Whitehorn Creek","RD-N","030101050201","Whitehorn Creek-Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-03-01 15:13:00,"Roanoke","Banister"
"4AMIL002.17","RD56",NA,13,"2013, 2017",2,"1 : RB",NA,NA,NA,"11 : PA | 1 : QA",NA,NA,"PA: 11 | QA: 1 | Total: 12","RB: 1 | PA: 11 | QA: 1 | Total: 13","PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","Mill Creek @ rt 690 (Coles Rd.)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.86889722,-79.30553333,"03010105","Banister","Mill Creek-Whitehorn Creek","RD-N","030101050201","Whitehorn Creek-Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-11-19 15:50:00,"Roanoke","Banister"
"4AMRR000.02","RD25",NA,12,"2017",1,NA,NA,NA,NA,"10 : AW | 2 : QA",NA,NA,"AW: 10 | QA: 2 | Total: 12","AW: 10 | QA: 2 | Total: 12","AW: 10 | QA: 2 | Total: 12","AW: 10 | QA: 2 | Total: 12","ROUTE 642 BRIDGE - HENRY COUNTY","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.61333333,-79.82333333,"03010103","Upper Dan","Marrowbone Creek","RD-F","030101030802","Marrowbone Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-11 18:00:00,"Roanoke","Upper Dan"
"4AMRR000.75","RD25","PA",11,"2016",1,NA,NA,NA,"11 : PA",NA,NA,NA,"PA: 11 | Total: 11","PA: 11 | Total: 11","PA: 11 | Total: 11",NA,"Above upstream dam Fishers Pond","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.61372778,-79.83213889,"03010103","Upper Dan","Marrowbone Creek","RD-F","030101030802","Marrowbone Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2016-02-08 17:50:00,"Roanoke","Upper Dan"
"4AMRY000.82","RD48","RB",3,"2014, 2018",2,NA,"2 : RB",NA,NA,NA,"1 : RB",NA,"RB: 1 | Total: 1","RB: 3 | Total: 3","RB: 1 | Total: 1","RB: 1 | Total: 1","MIRY CR@ RIVER RD (Rt 659)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.69583333,-78.97388889,"03010104","Lower Dan","Miry Creek","RD-L","030101040401","Miry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-06-04 17:10:00,"Roanoke","Lower Dan"
"4AMRY003.02","RD48","FP",2,"2015",1,NA,NA,"2 : FP",NA,NA,NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"Miry Ck downstream of Rte 681","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.69227778,-79.00138889,"03010104","Lower Dan","Miry Creek","RD-L","030101040401","Miry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2015-04-28 16:20:00,"Roanoke","Lower Dan"
"4AMRY003.58","RD48",NA,13,"2015, 2018",2,NA,NA,"12 : PA",NA,NA,"1 : RB",NA,"RB: 1 | Total: 1","PA: 12 | RB: 1 | Total: 13","PA: 12 | RB: 1 | Total: 13","RB: 1 | Total: 1","Route 681 (Union Church Road)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.69156111,-79.01143056,"03010104","Lower Dan","Miry Creek","RD-L","030101040401","Miry Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2015-01-26 17:45:00,"Roanoke","Lower Dan"
"4AMSA000.02","RD21","RB",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","Above Rt 603 Bridge","Blue Ridge","WCRO",0.5,"S",50,"000002",NA,36.7925,-80.004212,"03010103","Upper Dan","Town Creek","RD-E","030101030701","Town Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2019-05-22 11:15:00,"Roanoke","Upper Dan"
"4AMSN000.53","RU10","RB",2,"2013",1,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"AT ARNOLD BURTON TECHNICAL SCHOOL","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.2746,-80.03,"03010101","Upper Roanoke","Mason Creek","RU-C","030101010302","Mason Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-04-11 20:30:00,"Roanoke","Upper Roanoke"
